17	[4.00904091 4.04234262 4.94167191] 0.6708111111111111	[233.0274354  224.44012313 139.33601373] 0.16945555555555555	[207.60042932  74.53643522 107.74413348] 0.06416666666666666	[177.65322569 122.10037469  80.71379958] 0.07327777777777778	[227.31851031 157.42506012   0.26190865] 0.02228888888888889
18	[232.37292057 223.82230619 140.42599085] 0.21655555555555556	[5.21677832 5.5238396  6.66132362] 0.6138444444444444	[187.83433788 125.06134559  80.8488735 ] 0.10551111111111111	[227.28616039 221.7887183    9.5764651 ] 0.02298888888888889	[215.55291516  78.25225287 111.93004354] 0.0411
19	[1.44591131 2.15672032 3.41699177] 0.6312666666666666	[140.60112945  69.48200939 146.21727858] 0.23271111111111112	[245.50584961 239.05400739 208.22638963] 0.10931111111111111	[158.31815258   4.41698051  40.66562353] 0.005733333333333333	[74.11824931 60.29047654 77.42278174] 0.02097777777777778
20	[194.34970293 119.8226114    0.35812789] 0.1340111111111111	[3.00277006 3.35482636 4.01594711] 0.6894222222222223	[248.35365137 234.78570994 167.85384211] 0.08038888888888888	[165.43268997 120.21763566  84.93073214] 0.08445555555555556	[243.4745182  243.78623431 243.94215404] 0.011722222222222222
21	[216.44561433 122.26920476 140.19871143] 0.1363888888888889	[2.58462742 3.71451619 5.52115953] 0.5444888888888889	[201.49099785 109.32940426   0.54279618] 0.12856666666666666	[242.29020457 217.98828959 194.06974104] 0.15776666666666667	[87.24144468 75.94700214 71.82511441] 0.03278888888888889
22	[0.80313856 1.06936835 1.49836326] 0.8535777777777778	[198.47914662 124.57172974  64.3164409 ] 0.10043333333333333	[239.84005147 212.85007066 168.8034735 ] 0.01901111111111111	[234.87995103 156.39768004 178.93017323] 0.009211111111111111	[98.45073683 74.83816705 56.68609329] 0.017766666666666667
23	[2.94135588 3.76246646 5.86000398] 0.5515111111111111	[113.03932459  99.69058954 162.6158361 ] 0.3806555555555556	[223.67498309 218.24499053  10.18266343] 0.04951111111111111	[220.00993293 123.80673174 142.74917461] 0.008	[101.14970931  66.88931556  12.15117091] 0.010322222222222222
24	[33.18294711 38.5123932  58.52692137] 0.06827777777777778	[127.91084084 119.977988   157.24076194] 0.3283111111111111	[1.69774096 2.4343291  3.66396149] 0.5686444444444444	[202.33667246  81.65698108  98.02349254] 0.029655555555555557	[228.33069958 222.90892174   9.83938614] 0.005111111111111111
25	[1.67686019 2.41762606 3.49552079] 0.6454666666666666	[2.53971086e+02 2.22812339e+02 8.67483285e-02] 0.3316222222222222	[224.17135229  12.29535963  17.43292152] 0.00998888888888889	[110.81213611  98.93501228  17.87963902] 0.01108888888888889	[239.11509754 239.54821979 239.98961281] 0.0018333333333333333
26	[2.13541712 2.98992264 4.2118935 ] 0.6596777777777778	[2.34569776e+02 2.18178934e+02 1.50702349e-01] 0.06317777777777778	[254.36065046 254.14528279 253.58320058] 0.07604444444444444	[110.78240861  92.55652577  67.38951344] 0.05893333333333333	[240.80859396 183.55641583   2.8234898 ] 0.14216666666666666
27	[2.19674330e+02 1.93718713e+02 1.78876194e-02] 0.23721111111111112	[3.25580359 4.64682996 6.39699904] 0.5818444444444445	[235.00239526 210.24195682 184.45793869] 0.10693333333333334	[87.0133418  81.05605735 30.20327904] 0.02557777777777778	[173.80587921 154.14968777   2.60848655] 0.048433333333333335
28	[4.44996888 5.00542662 5.87069367] 0.6005555555555555	[219.63526636 193.66829006   0.24334039] 0.11247777777777777	[146.07773372  77.84826832  15.45483581] 0.1474	[219.70136164 208.27002865 197.18870394] 0.07596666666666667	[176.75012987 156.28161638   1.97142131] 0.0636
29	[210.7768016  221.43127877 239.89362243] 0.28275555555555554	[3.37565091 4.83569385 7.15545226] 0.4693	[128.57128347  90.22130109 115.89257984] 0.05311111111111111	[100.35280766 167.8903432  218.56984199] 0.0308	[179.17155384 188.7310703  205.25630381] 0.16403333333333334
30	[75.43110224 95.17293717 99.30682301] 0.023177777777777776	[158.06527145 205.30892211 202.57162725] 0.4164111111111111	[136.36350882  82.6765507  115.36575147] 0.038011111111111114	[2.07818452 3.17765276 4.79878298] 0.5028333333333334	[ 94.3088794  157.09162997 204.86544325] 0.019566666666666666
31	[1.85587012 3.00666873 4.63892751] 0.5634888888888889	[ 48.1831729  144.05122514 196.65520593] 0.3373111111111111	[232.59073611 219.86065274 172.68169495] 0.06057777777777778	[99.60525011 90.32928756 67.96641227] 0.016133333333333333	[29.62807642 69.3301519  94.02970076] 0.022488888888888888
32	[1.32716306 1.97918076 3.04401367] 0.5927111111111111	[199.23707641 142.57687753 185.17452592] 0.32654444444444447	[  0.46632125 131.58630333 139.10531299] 0.043866666666666665	[85.5269433  68.42531676 87.96196398] 0.020544444444444445	[151.80606141  47.26064529 131.6180244 ] 0.01633333333333333
33	[3.65901897 4.08087102 5.88702454] 0.6067111111111111	[194.6926323  137.98824614 180.53794628] 0.30974444444444443	[ 11.77930129 126.83755935 133.97997297] 0.05151111111111111	[143.8208495   49.82589466 138.6564736 ] 0.021611111111111112	[218.69360242 219.31181788 220.37062298] 0.010422222222222222
34	[  0.81605421 137.80678306 139.42666734] 0.023911111111111112	[1.88724433 2.87352276 4.40737675] 0.5339888888888888	[156.59612497 126.82255707 177.13869956] 0.2978222222222222	[201.17764615 201.69916471 201.96451598] 0.10807777777777777	[71.79710748 67.2136118  86.66869934] 0.0362
35	[248.90582854 218.27211978 217.289536  ] 0.38027777777777777	[0.00452688 0.00207339 0.00128182] 0.37474444444444444	[212.26078756 185.58838863 185.32173971] 0.11773333333333333	[89.24647955 77.13168921 63.01612456] 0.02651111111111111	[14.69808242 20.19739708 26.80963318] 0.10073333333333333
36	[1.48939216 2.19155195 3.33330219] 0.5953	[247.01098857 198.80263588 189.94590049] 0.2996333333333333	[209.17623877 168.63435069 162.00042334] 0.046266666666666664	[99.76274949 80.5460487  82.71883732] 0.0142	[231.02631644 147.98612313 156.97572224] 0.0446
37	[114.80820166  66.23407902  47.68519213] 0.06485555555555556	[2.3149217  2.81703396 3.94019406] 0.6058777777777777	[2.36291411e+02 1.28620792e+02 1.92811533e-01] 0.14052222222222222	[230.89526591 127.00307184  71.19035093] 0.1743111111111111	[241.60100627 220.36128954 180.01069767] 0.014433333333333333
38	[2.59126581 3.7416083  5.31052145] 0.4230111111111111	[254.73740682 247.72870839 175.80196925] 0.40915555555555555	[227.58222291 123.17968444   6.13027749] 0.026055555555555554	[98.62685581 95.93596349 74.13215314] 0.025222222222222222	[217.13831055 210.43769871 149.85731668] 0.11655555555555555
39	[3.61172801 5.49020019 8.37497024] 0.5185555555555555	[241.33663383 194.89176691 215.39009368] 0.38766666666666666	[ 45.19662168 179.38578111 167.67901366] 0.043055555555555555	[250.71525949 251.62023075 251.61062104] 0.026977777777777778	[112.79152947  88.2889684   92.34677813] 0.023744444444444443
40	[1.86488705 2.81992739 4.30319654] 0.6561333333333333	[241.42746875 196.39532218 216.91870383] 0.1978111111111111	[251.97666552 251.97133765 252.04360235] 0.11995555555555555	[ 47.57658167 179.12612932 167.60444436] 0.010055555555555555	[104.00440552  91.19840555  98.57571443] 0.016044444444444445
41	[152.69226549 142.21411975 187.34674628] 0.09105555555555556	[5.59431962e-11 3.43082401e-02 3.43082401e-02] 0.7835	[  0.36119012 168.8087973  222.16026174] 0.0551	[ 41.1244079   78.24987741 103.53525392] 0.015566666666666666	[14.67812519 20.91589295 28.26567358] 0.05477777777777778
42	[5.94288665e-11 5.39987999e-11 3.81041517e-11] 0.6940888888888889	[158.88855046 148.32655668 194.0875836 ] 0.1608777777777778	[  0.33352767 167.33910556 220.15044057] 0.042333333333333334	[14.26231355 20.55491864 27.65169827] 0.08751111111111111	[ 54.92647237  80.88207269 105.94335346] 0.015188888888888889
43	[1.05837451e-01 1.63675332e+02 5.91529460e+01] 0.21933333333333332	[14.63710403 21.44736995 27.6177497 ] 0.09392222222222223	[115.94914435 120.57727397 180.57021101] 0.15523333333333333	[0. 0. 0.] 0.5180111111111111	[ 8.96362287 85.55647801 41.85713453] 0.0135
44	[172.52499737  97.86779869 104.59213525] 0.13664444444444446	[3.04011005 3.82947497 5.38925459] 0.6150111111111111	[ 84.68376237 139.96215581 182.91891911] 0.1434777777777778	[230.98909887 125.87063898   0.47126476] 0.08873333333333333	[218.54040056 206.22082154 220.13791378] 0.016133333333333333
45	[3.41740402 3.43725342 4.80363799] 0.5668	[227.54270871  82.68385719  91.4784856 ] 0.2798888888888889	[ 83.19065232 138.95727224 181.7536113 ] 0.09494444444444444	[248.69562198 213.64586068 219.66127599] 0.03874444444444444	[207.84932925 138.94789317  87.58303531] 0.01962222222222222
46	[1.88801537 2.60794855 3.91565926] 0.6871444444444444	[224.32227337 126.33528173  68.14127754] 0.21258888888888888	[210.91992361 226.55080458 235.36397861] 0.026433333333333333	[200.84044687   2.79752292  58.97018438] 0.05522222222222222	[98.29712359 63.96248258 50.78593718] 0.01861111111111111
47	[215.02542825 118.61677506  66.46555617] 0.22443333333333335	[4.62117038 4.27593138 5.68042222] 0.5740222222222222	[207.25382078   1.40929158  61.59455198] 0.16042222222222222	[239.7021284  240.11286036 240.28331107] 0.009122222222222223	[241.4563329  169.16822457  59.06608591] 0.032
48	[3.55320186 3.90976027 6.00454406] 0.5805	[101.04645706  45.78488666 136.31768942] 0.26655555555555555	[216.58245729 160.26904809 116.05438376] 0.07223333333333333	[222.67753993   5.44185697  61.38002273] 0.05093333333333333	[208.66317887 208.02289693 203.60814004] 0.029777777777777778
49	[201.50928798 162.39326791 199.58538091] 0.20306666666666667	[0.79369048 1.21090029 1.8676419 ] 0.7163888888888889	[137.19316587 119.92187623 134.3158339 ] 0.02727777777777778	[199.21064525 190.80582257 189.76711585] 0.031655555555555555	[63.36924397 59.01827131 71.52047623] 0.021611111111111112
50	[2.27663405 3.0329537  4.118114  ] 0.6008111111111111	[127.59427823  86.10546294  17.73038986] 0.1836	[143.87153323 147.95607498 121.56140596] 0.11085555555555555	[185.8723639  191.15744357 156.87792486] 0.0974	[220.51078629 105.12460284 123.22513781] 0.007333333333333333
51	[104.14427652  68.33136615   5.80717689] 0.09297777777777778	[3.39337112 4.12682895 5.18216753] 0.5526333333333333	[165.6203373  169.75451763 140.45164071] 0.07702222222222223	[133.88307787  90.91118212  20.94451848] 0.2598111111111111	[229.61369055 108.40077206 126.74173125] 0.017555555555555557
52	[2.99402559 4.21036068 6.07559056] 0.6986888888888889	[253.55268735 241.48705064 195.01655906] 0.2084777777777778	[205.46922478 101.47064162  13.77464648] 0.05341111111111111	[245.04806433 187.11139606   0.51140833] 0.012011111111111111	[154.40153131 116.59097094 107.71618634] 0.027411111111111112
53	[0.90499877 1.31047316 1.80721662] 0.7580888888888889	[239.54613432 230.56985115 141.7496522 ] 0.1524111111111111	[80.63354324 82.33098226 58.00902005] 0.021966666666666666	[199.87472211 188.37779685 121.95129803] 0.06642222222222222	[201.95278714  52.24894179  79.79568942] 0.0011111111111111111
54	[2.34812294 3.43888693 4.92605402] 0.5726777777777777	[2.45324726e+02 1.87223102e+02 1.34651159e-01] 0.2820111111111111	[250.45385912 236.73940453 169.15964045] 0.10462222222222223	[113.92979682  96.43515838  41.75332715] 0.014655555555555555	[251.9025336  251.99035678 252.07341524] 0.026033333333333332
55	[102.84713833 147.76718248 200.36188543] 0.27294444444444443	[1.40550568 2.14135647 3.24753467] 0.6486111111111111	[235.0689216  227.83282392 161.72601667] 0.04095555555555556	[224.65779318 224.34237883 225.49034574] 0.011477777777777778	[67.74811176 77.2646668  94.10817382] 0.02601111111111111
56	[237.02193319 208.06385799 177.21615413] 0.17078888888888888	[0. 0. 0.] 0.6186	[164.81886579  98.34946234  30.90699016] 0.11198888888888889	[101.54131615  84.2009701   68.07721627] 0.0165	[16.52519004 20.90248829 26.53321645] 0.08212222222222222
57	[1.5717692  2.25898976 3.28544406] 0.6377333333333334	[168.60274394 101.20119428  33.71522504] 0.1106111111111111	[234.51558918 206.30233669 176.2728998 ] 0.17003333333333334	[79.55851341 73.61314709 68.55649294] 0.024777777777777777	[125.65690077  73.38120961  14.64069909] 0.05684444444444445
58	[215.88811379  77.80677591   2.8472545 ] 0.1486222222222222	[246.42128534 235.25600877 188.80783534] 0.2429888888888889	[4.48949384 5.56409711 7.66504828] 0.5705333333333333	[170.34772332 128.16413925 124.73720634] 0.01721111111111111	[131.35868868  49.30485831  20.3271592 ] 0.020644444444444444
59	[207.66815966  74.40634443   1.98322659] 0.1097111111111111	[4.20808962 5.23989129 7.19650251] 0.5623666666666667	[245.598676   234.41541848 187.66146369] 0.28178888888888887	[132.51294278  48.40481503   6.72780546] 0.022433333333333333	[148.84460148 125.17686476 114.25307582] 0.0237
60	[ 82.85552207 136.73953017 178.09839784] 0.09218888888888889	[1.29970195 2.0778829  3.23836924] 0.7906888888888889	[188.54959798 205.1199929  228.78149733] 0.0564	[249.54048467 249.71108696 249.72921016] 0.0443	[59.49458022 72.86396681 87.79404411] 0.016422222222222223
61	[14.66269765 20.68019983 27.6414381 ] 0.1582111111111111	[251.49034297 251.60147456 251.67611682] 0.19137777777777779	[ 86.42839687 143.63985996 187.89385535] 0.11867777777777777	[1.15576618e-11 1.46483337e-11 2.07622114e-11] 0.5076111111111111	[ 94.64187073 103.94940015 113.66530672] 0.024122222222222222
62	[2.08154878 3.30290007 5.11520824] 0.6011777777777778	[208.95072791 210.16704793 210.71080227] 0.03671111111111111	[ 79.34236713 133.87415184 175.00485436] 0.17952222222222222	[254.52153618 254.53994127 254.54000789] 0.15747777777777777	[68.79484014 82.37017347 95.55114685] 0.025111111111111112
63	[1.35011359 1.81085166 2.34320633] 0.7212444444444445	[236.53395233 194.660242     0.29906724] 0.14725555555555556	[128.90967979  94.022191    66.0057086 ] 0.04237777777777778	[192.56869889 159.77204745   1.81361225] 0.08207777777777778	[244.24298107 239.19641374 188.3599579 ] 0.007044444444444444
64	[2.04050858 2.40925186 2.81171701] 0.7081111111111111	[169.03135018 129.27868552   2.12365921] 0.06791111111111112	[132.66744805  93.74883612  71.6786727 ] 0.06294444444444444	[196.16632617 209.9377281  209.78667138] 0.017566666666666668	[2.14345868e+02 1.63496145e+02 1.72352337e-02] 0.14346666666666666
65	[2.15697738 2.68143239 3.31426813] 0.6992111111111111	[2.14413349e+02 1.63550671e+02 1.26348076e-02] 0.1277	[134.10552435  94.68875622  73.68677098] 0.07663333333333333	[189.20483904 205.141519   204.61450239] 0.039	[170.12616946 130.04209594   1.88190142] 0.05745555555555556
66	[2.38917711 2.98464742 3.87217193] 0.6968555555555556	[211.16232875 217.05589498 219.0246432 ] 0.20692222222222223	[224.90023774 211.84696471 117.89940189] 0.02118888888888889	[212.31742762   2.52864849  31.80260737] 0.006522222222222222	[161.91892278 166.69730684 167.89499429] 0.0685111111111111
67	[3.06356557 3.90371378 6.32843264] 0.6297777777777778	[200.52829159 211.18778845 229.50388329] 0.3070555555555556	[222.63129779 197.21432224  34.1453197 ] 0.019455555555555556	[191.4296216   46.55501996  65.99094585] 0.008577777777777778	[88.3442733  93.97329738 94.43329135] 0.035133333333333336
68	[1.80130642 2.57523963 3.72027365] 0.6694111111111111	[175.73514731 210.56564643 217.49762007] 0.1650222222222222	[108.54369967 104.36407851 105.42931626] 0.038288888888888886	[234.41936252 214.83137462 123.75538966] 0.011233333333333333	[146.09691113 176.6738814  181.70776115] 0.11604444444444445
69	[1.10299936 1.67077684 2.4765143 ] 0.7926888888888889	[2.34467545e+02 2.26931527e+02 1.28393853e-01] 0.0546	[162.08480552 201.7782573  124.9830311 ] 0.1116111111111111	[195.58079711 128.32268114  96.50862481] 0.029222222222222222	[80.28764238 73.59603486 54.20408443] 0.011877777777777777
70	[3.48797411 4.65030712 6.3043791 ] 0.6278555555555555	[241.88879811 184.56122847 184.43259181] 0.08581111111111112	[236.22462718 228.54279469   1.01509951] 0.06984444444444445	[163.93657612 202.63491206 124.94073637] 0.1524	[224.58500803 129.2965606  139.29490747] 0.06408888888888889
71	[2.1989143  3.02067986 3.85733061] 0.6664222222222222	[163.95730749 200.207825   124.2454144 ] 0.17671111111111112	[148.96386256 103.94891312  67.02560763] 0.02992222222222222	[230.57225432 223.41486279   1.67323881] 0.10521111111111112	[236.61790896 181.90101697 181.9249626 ] 0.021733333333333334
72	[1.26445139e-01 1.77766765e+02 2.29958861e+02] 0.10616666666666667	[1.18888495 1.67090794 2.62737471] 0.7906888888888889	[167.98064486   3.7369422   43.34295814] 0.04201111111111111	[151.6779175  138.37030343 133.59914966] 0.048688888888888886	[45.63873217 70.1102935  83.75797126] 0.012444444444444444
73	[3.27318968 4.91714467 7.63292964] 0.5692888888888888	[146.92732659 135.47434422 130.59994189] 0.16394444444444445	[160.79540443   2.49749247  40.09600911] 0.07825555555555555	[1.39344406e-01 1.78326659e+02 2.30682290e+02] 0.15855555555555556	[57.68745978 67.61899935 75.15195098] 0.029955555555555555
74	[176.96147002 170.19541151 136.94761556] 0.07483333333333334	[0.65767305 0.99168683 1.45319306] 0.8032555555555555	[218.24653298 209.27976419 168.43460323] 0.10233333333333333	[83.50552955 84.13306569 75.37135122] 0.015766666666666665	[251.20877941 251.33757687 251.4310343 ] 0.003811111111111111
75	[0.43861208 0.69083603 1.03938724] 0.7719222222222222	[136.36843577 135.38159591 128.46154149] 0.12764444444444445	[51.51545549 54.72022864 56.84279018] 0.022877777777777778	[110.08679898 109.36203614 103.12260493] 0.0758888888888889	[210.23195552 118.66089122 137.13484602] 0.0016666666666666668
76	[2.96109788 4.35728927 6.2496682 ] 0.4351555555555556	[188.7411019  132.07513806  82.20833597] 0.24222222222222223	[124.16646296 122.20221346  68.57978294] 0.26443333333333335	[67.42251602 62.45195024 45.20149091] 0.04271111111111111	[236.88243569 227.16665747 186.48796342] 0.015477777777777778
77	[1.56190536 1.85430549 2.50268874] 0.6589222222222222	[242.78158214 234.92487735 166.37462895] 0.17216666666666666	[229.82908856  85.53341824   4.65074155] 0.07547777777777778	[252.80331365 222.24527546   0.48661768] 0.06794444444444445	[116.65474353  96.38056009  96.806363  ] 0.025488888888888887
78	[239.54650154 231.87721022 164.01389214] 0.18783333333333332	[1.67070522 2.20452253 3.00512717] 0.5783111111111111	[230.74582173  85.56659758   4.31048112] 0.13261111111111112	[251.71290496 221.0885478    0.43622884] 0.07284444444444445	[111.12596641  84.07772084  71.83449962] 0.0284
79	[1.68929324 2.24669627 3.35135925] 0.5605333333333333	[233.40114197 131.04087352 150.82083567] 0.35157777777777777	[243.80368231 230.48905797 165.014715  ] 0.042633333333333336	[114.53105562  74.8141051   75.59951596] 0.019566666666666666	[247.83428449 247.86317724 247.99167187] 0.02568888888888889
80	[230.42161202 129.41328085 148.98509131] 0.29796666666666666	[86.01657249 84.13313891 78.03331619] 0.03337777777777778	[172.89163869 197.40257969 136.80402286] 0.1375888888888889	[3.00329446 4.1855702  6.24555713] 0.4489222222222222	[252.4045958  240.65868235 187.71688157] 0.08214444444444445
81	[133.3813484  184.81462077 161.54740664] 0.08126666666666667	[2.24018057 3.01784387 4.15120339] 0.7668666666666667	[126.24501679 165.75656501 194.88903269] 0.09462222222222222	[218.20279463   1.01984834  31.13747875] 0.0064	[234.43238138 236.89285505 236.572612  ] 0.05084444444444444
82	[116.82909169 159.98243927 191.08742066] 0.14553333333333332	[4.56374941 5.79443008 7.6385921 ] 0.5928777777777777	[207.42283515   1.69410566  29.57295371] 0.022211111111111112	[129.48794239 179.42826403 156.77878576] 0.1766	[234.01129683 237.32086707 235.69969669] 0.06277777777777778
83	[183.00740704 115.97928304  75.28321075] 0.17394444444444446	[3.23167299 3.39798869 3.9694845 ] 0.7084444444444444	[225.8902954  225.26417394 181.94102971] 0.0573	[246.94443602 204.95844896  61.06032654] 0.04755555555555555	[105.94366496 181.68173772  88.69738497] 0.012755555555555555
84	[1.3712313  1.91414389 3.02290355] 0.8286777777777777	[198.8106498  108.23233507   0.24927028] 0.11871111111111111	[183.43530589 151.4104502   88.14265468] 0.027444444444444445	[247.12932044 236.16356207 190.93283382] 0.012088888888888889	[89.28714977 67.22488902 41.62845345] 0.013077777777777778
85	[209.6073916  183.69101934 134.43127123] 0.04855555555555555	[1.23471142 1.67676413 2.52974526] 0.8200888888888889	[191.53778389 104.19807762   0.64631476] 0.08285555555555556	[226.71651613 128.74649642 165.85699528] 0.010866666666666667	[85.91503849 77.74997896 67.92119138] 0.03763333333333333
86	[206.12343742 229.25669725 228.45896056] 0.31372222222222224	[1.31142234 2.01380323 3.03104495] 0.6468666666666667	[ 92.53877863 102.07610322 103.59224474] 0.015922222222222223	[236.13323743 227.39369715 140.02148955] 0.017466666666666665	[229.32785255 128.88560505 148.4298706 ] 0.006022222222222222
87	[1.19165817 1.79232092 2.67818622] 0.6772555555555556	[254.78490616 254.79473484 254.79473209] 0.2639444444444444	[ 98.05826597 100.77108702 105.19277294] 0.0148	[207.93463739 208.72190813 209.10642411] 0.04038888888888889	[223.34615312 125.57583079 144.7528819 ] 0.003611111111111111
88	[133.74003423 140.47251069 191.45251462] 0.4041222222222222	[1.98035204 3.11640814 4.90171194] 0.5452111111111111	[196.11258121 158.86535159 194.43381863] 0.019066666666666666	[252.70021166 252.78038664 252.89817523] 0.011211111111111111	[63.55953295 68.74119126 92.87593691] 0.02038888888888889
89	[0.60886892 0.97530137 1.54797085] 0.7403	[117.72064358 123.67297137 185.54793672] 0.1715888888888889	[197.19120735 161.25802635 195.40673999] 0.023422222222222223	[51.38816347 55.52401644 80.08762345] 0.012988888888888888	[101.13430597 106.07840311 159.39534576] 0.0517
90	[ 4.61462014  7.28207093 11.41037542] 0.5345444444444445	[133.15597388 139.84333753 190.43369423] 0.32704444444444447	[233.42893172 131.0731882  150.86064556] 0.07457777777777778	[253.81364554 253.85391664 253.88047277] 0.03938888888888889	[67.039002   68.99959088 92.01739201] 0.024444444444444446
91	[3.04882528 4.68755304 7.25594647] 0.5877777777777777	[155.47734536 144.93746901 190.63837381] 0.30198888888888886	[197.86546551 197.89748862 198.70855318] 0.027755555555555554	[70.10135719 70.44247103 88.60678111] 0.03205555555555555	[134.68155284 135.16685318 135.6748456 ] 0.05042222222222222
92	[ 96.26172937  62.50614972 148.21337229] 0.34935555555555553	[0.96032605 1.34122088 2.10762248] 0.4541	[236.10450121 236.62539026 236.66731739] 0.06878888888888889	[60.62531061 74.86195903 83.70289538] 0.11565555555555555	[211.96213981 119.06863282 137.08348939] 0.0121
93	[1.12229386 1.72422503 2.77329394] 0.6280888888888889	[ 99.08229535  65.64797647 146.76963686] 0.32564444444444446	[241.85583274 242.20280909 242.37857172] 0.014966666666666666	[52.19060449 40.51748717 73.46826763] 0.01791111111111111	[217.51642772 122.45642137 141.28800705] 0.01338888888888889
94	[1.517106   2.30090875 3.6862725 ] 0.5430777777777778	[100.61485794  66.90768851 148.99956279] 0.41281111111111113	[245.45727518 245.72151128 245.96153581] 0.020022222222222223	[219.04965777   1.39766468  31.84614076] 0.008233333333333334	[52.34300876 39.9605819  73.74055424] 0.015855555555555557
