170	[0.6899028  1.122155   1.73157589] 0.8436666666666667	[220.30748025 230.7207842  242.14965795] 0.0275	[250.95079687 232.46848021  96.10057311] 0.04501111111111111	[ 99.92084981 165.84623997 215.58364093] 0.07135555555555556	[73.87786114 79.35220841 78.01634109] 0.012466666666666666
171	[1.59082132 2.11675664 2.7598827 ] 0.7514	[184.20174902 207.64874079 230.76910427] 0.025155555555555556	[244.57597565 226.50739995  93.12545586] 0.047455555555555556	[ 98.79313534 164.62902737 214.26790544] 0.17242222222222223	[217.21702236  93.18865752  73.22071098] 0.0035666666666666668
172	[2.71072990e-11 2.82601754e-11 4.97948193e-11] 0.6017222222222223	[253.84233377 240.5900736   96.30757296] 0.212	[240.08789095 171.04508758 188.40569458] 0.011488888888888889	[124.3046333  119.42144624  58.27808619] 0.009077777777777778	[13.88074817 19.63107965 26.13158761] 0.16571111111111111
173	[245.79331842 196.61517361 187.9306988 ] 0.4121666666666667	[0.00406751 0.001863   0.00115175] 0.41706666666666664	[78.8402036  64.74314422 32.41723159] 0.10373333333333333	[117.86208845  98.51095246  98.72609273] 0.008733333333333333	[15.92413972 20.8337342  26.91219846] 0.0583
174	[2.35689325 3.22122252 5.03385246] 0.5397555555555555	[248.92727289 219.10371474 232.02977024] 0.3933888888888889	[175.57286199   8.88711385  72.9593223 ] 0.01801111111111111	[ 99.38075967  90.97703441 100.00325901] 0.010322222222222222	[210.84993531 184.73826549 196.75719621] 0.03852222222222222
175	[213.70357567  15.90937833  65.12231677] 0.01697777777777778	[4.35220973 5.45470492 7.236856  ] 0.5675222222222223	[245.9060812  239.09635175 169.90271564] 0.21787777777777778	[242.91559891 243.24647509 243.33345875] 0.17198888888888889	[ 32.3653669  110.28912071 176.51163945] 0.025633333333333334
176	[1.09620344 1.49217266 2.22717342] 0.7673	[247.28914769 247.5079523  247.54401183] 0.2071	[215.34637593  43.96400792  75.85818816] 0.006111111111111111	[  2.05334044 108.06221652 177.82737556] 0.005588888888888889	[111.16247718 113.91055206 117.96931035] 0.0139
177	[ 7.31889466  9.27583159 11.7188002 ] 0.5663222222222222	[136.58547317 190.44112663  83.26732176] 0.2215777777777778	[219.00482587  78.40417354 112.95443615] 0.10155555555555555	[2.48395569e+02 2.19190120e+02 1.40372586e-01] 0.09084444444444445	[232.44424727 233.05113684 233.39974784] 0.0197
178	[1.54392798 2.20853655 3.35596536] 0.6903	[157.06510853 194.75612128  75.50962932] 0.1179111111111111	[223.25537275  80.52176222 115.32779498] 0.06477777777777778	[225.38252554 235.78720637 241.32101919] 0.06582222222222223	[61.03578376 71.75884758 75.27799289] 0.06118888888888889
179	[59.9853533  72.65380424 78.83024845] 0.05322222222222222	[247.43570924 243.3110447  211.48131727] 0.3993888888888889	[2.58796263 4.1305711  6.35678674] 0.44658888888888887	[ 48.85177931 145.171945   198.26407127] 0.06861111111111111	[240.12140486 208.10541655  95.05014913] 0.03218888888888889
180	[1.19863573 1.81613125 2.78788764] 0.6641111111111111	[235.79433144 154.22119569 189.68295691] 0.16796666666666665	[210.15847918 234.77099515 248.1543843 ] 0.13077777777777777	[74.74262862 75.22076805 84.72699292] 0.027744444444444443	[128.24694956 181.37394975 205.72638847] 0.0094
181	[70.86670049 77.44317026 73.4252954 ] 0.03152222222222222	[244.6204834  218.86009926  91.42590096] 0.14463333333333334	[248.05226355 248.17224389 247.9976223 ] 0.0517	[215.45190954  39.90654706  28.54535789] 0.010166666666666666	[0.96469248 1.3936598  2.06095599] 0.7619777777777778
182	[245.06779262 203.45457653  60.58894712] 0.08013333333333333	[4.52302728 5.43596845 6.75593258] 0.5729111111111111	[227.05323367  55.84528524  32.33081378] 0.13292222222222222	[  0.2208546  143.21032805  50.04500946] 0.13053333333333333	[175.1680768  197.6880833  136.08042429] 0.0835
183	[ 17.62729003 172.06066574 231.22908143] 0.2164888888888889	[2.39062352 3.49844277 5.40618555] 0.5558111111111111	[250.37817335 250.68607525 250.77748977] 0.15532222222222222	[224.57343853  81.4842312   89.67291543] 0.059133333333333336	[ 33.3222561   83.25218134 109.00596827] 0.013244444444444444
184	[249.74601395 250.82464533 251.22933327] 0.06555555555555556	[1.39519533 1.98366797 3.0292525 ] 0.6684555555555556	[  8.52474574 171.32046127 230.7100276 ] 0.21915555555555555	[211.72560694  77.61269105  85.39383137] 0.03478888888888889	[ 30.20074546  83.22481256 109.47493121] 0.012044444444444444
185	[1.85935731 2.5494844  3.32489062] 0.7291222222222222	[143.22130722  90.91093058  57.36121103] 0.058133333333333335	[  0.42125599 154.85868771  55.54896039] 0.07208888888888888	[246.04028855 204.23482058  61.11782677] 0.0070777777777777775	[191.60200548 121.00044893  79.72019689] 0.13357777777777777
186	[2.79601546 3.83606198 4.29846241] 0.7289333333333333	[107.14238862 176.61851797  65.7073047 ] 0.14973333333333333	[199.65469373 149.86270414 163.39447029] 0.03262222222222222	[245.93076422 234.22247479  94.70150519] 0.06794444444444445	[133.34913371  39.24559719   1.97330413] 0.020766666666666666
187	[1.74310908 2.1236884  2.99880694] 0.7605	[227.27062779 127.8807751  165.79774003] 0.1522888888888889	[113.54382024 183.2941762   43.86188004] 0.07371111111111112	[57.66746171 93.08396363 33.90142032] 0.008011111111111111	[140.99763272  46.01513269   1.23141836] 0.005488888888888889
188	[106.25818109 183.17842359  88.54094392] 0.24923333333333333	[1.30022817 2.05498013 2.9211763 ] 0.638	[252.84348964 224.10565625  92.75181797] 0.08704444444444444	[242.83811675 242.81350124 242.53325275] 0.010988888888888888	[81.17744428 95.79569905 54.65544686] 0.014733333333333333
189	[1.6601536  2.28142826 3.24722498] 0.5902777777777778	[245.09088106 240.37184462 190.77470028] 0.22362222222222222	[110.54895696 136.06657785 193.77588729] 0.1707	[102.45862671 131.86714681  90.05370979] 0.011166666666666667	[195.51196326  68.46630802  74.02938675] 0.004233333333333334
190	[160.85820798 130.81207862 183.43187832] 0.12453333333333333	[1.31718147 1.96385341 3.01103411] 0.7127777777777777	[246.68110213 223.65057331 141.69176942] 0.13306666666666667	[85.65795593 79.04384112 80.32744738] 0.020188888888888888	[244.31269685 244.64429433 244.90574308] 0.009433333333333334
191	[244.64365717 233.08305309  64.94390519] 0.17936666666666667	[2.93901258 4.56158198 6.72313357] 0.5473333333333333	[  1.5650871  151.77624162  62.30265594] 0.09934444444444444	[77.83056687 78.54671809 67.53670547] 0.13545555555555555	[232.37329638 160.62162422 174.53126184] 0.0385
192	[164.49063877 205.01168039 127.2845466 ] 0.1739111111111111	[1.83116714 2.77881085 3.91151446] 0.6055333333333334	[249.95661734 207.3662009   61.68966554] 0.11827777777777777	[251.06738266 237.34078237 169.56113546] 0.07981111111111111	[ 96.78060009 100.2873062   63.41766877] 0.022466666666666666
193	[1.94474757 2.00426721 2.58376329] 0.8040555555555555	[225.52644602 112.90760828  76.38019072] 0.06891111111111112	[250.07342953 250.21629112 250.2739779 ] 0.07571111111111112	[ 64.82226317 113.21084564 129.1491307 ] 0.022833333333333334	[107.98220775 180.11507716  43.1344113 ] 0.02848888888888889
194	[ 88.17217598 192.15817765 222.83457322] 0.24715555555555555	[2.04757692 3.07441981 4.69468672] 0.6628777777777778	[143.27439167  46.45454322   0.64913458] 0.020244444444444443	[213.07995186 171.91753555 198.76215335] 0.04474444444444445	[ 46.54166054  88.35765336 121.27900724] 0.02497777777777778
195	[127.93011957 203.89661195 226.88722398] 0.36136666666666667	[1.0784961  1.79416216 2.80707417] 0.5494444444444444	[31.8741601  63.93097466 84.5796996 ] 0.026977777777777778	[107.31104161 172.460764   192.16879862] 0.05485555555555555	[135.16107066 142.16469735 193.74165301] 0.007355555555555555
196	[3.92723349e-11 6.00117171e-02 6.00117171e-02] 0.6633333333333333	[204.24220896 182.7977606  213.09036941] 0.23341111111111112	[ 76.45889225  75.97663315 104.84045664] 0.0433	[211.34952017  22.5898762   78.98646082] 0.0009111111111111111	[16.45035031 21.35948424 28.62888864] 0.05904444444444444
197	[1.48264621 2.20429829 3.23100702] 0.7399	[246.8711212  217.98740156   0.58601489] 0.0228	[68.8840223  77.39807896 83.31267726] 0.23093333333333332	[216.63084608  83.84904108  79.23854013] 0.0028666666666666667	[106.40342364  98.37840267  17.90309703] 0.0035
198	[1.47211474 2.11991227 3.09435304] 0.7258	[243.02477763 220.43220173 139.822502  ] 0.035222222222222224	[  3.46560756  58.75022184 100.58329985] 0.2162777777777778	[150.42895612 161.83935481 178.68930182] 0.019733333333333332	[207.77297999  51.69759344  30.91514901] 0.0029666666666666665
199	[215.8379307   11.00103991  19.21194195] 0.0327	[4.07809312 4.04984599 4.8703593 ] 0.6517777777777778	[219.3993071  224.77492172 167.46188444] 0.11888888888888889	[229.70848084 129.1998602  148.69322752] 0.15201111111111112	[245.57193769 246.43513125 244.30126481] 0.04462222222222222
200	[3.24680993 4.5030268  6.37092228] 0.5848333333333333	[  3.71996533 150.45495629 166.38176916] 0.3043444444444444	[200.53844387 161.3541611  196.93842389] 0.07902222222222222	[214.46870078   7.04713339  76.38310636] 0.022822222222222223	[245.12303031 219.43617081  92.22592456] 0.008977777777777777
201	[1.35367328e-11 1.23369203e-11 1.27768167e-11] 0.6651333333333334	[254.68708063 254.69820538 254.69820226] 0.053533333333333336	[61.73759208 57.88330038 57.00061405] 0.21081111111111112	[14.97183052 20.33843441 26.76445016] 0.061533333333333336	[208.69266888 209.92302671 210.3909819 ] 0.008988888888888888
202	[1.11172757 1.77311388 2.67807733] 0.6445222222222222	[  9.46675042 181.25429061 219.62955226] 0.2937222222222222	[143.85491649  46.58373754   0.5321977 ] 0.024411111111111113	[64.90888271 80.63462303 88.07894896] 0.028066666666666667	[234.36155479 131.63655726 151.49772472] 0.009277777777777777
203	[1.14544353 1.63681192 2.40058779] 0.7349222222222223	[242.52223402 199.4540335    2.01487917] 0.12013333333333333	[250.12842763 250.26653231 250.30011526] 0.026477777777777777	[69.56627304 50.59402898 42.88466808] 0.10172222222222223	[221.65328747 164.30040813 165.00626396] 0.016744444444444444
204	[2.81162495 4.68370804 7.26111368] 0.6227777777777778	[  0.65662293 146.91466273 162.40338089] 0.3409	[12.90914508 70.94624389 81.14570472] 0.02898888888888889	[209.5451777   50.82865413  43.9696868 ] 0.0027333333333333333	[240.51614666 240.8953637  241.02684885] 0.0046
205	[0.         0.02939302 0.02939302] 0.5654666666666667	[221.25727736 204.4635255  222.30222486] 0.20566666666666666	[173.17181864   0.6338003   44.95422579] 0.09836666666666667	[113.89392826 108.83406192 120.87821353] 0.018555555555555554	[19.38400522 21.20316575 28.18368319] 0.11194444444444444
206	[87.65202339 97.64751542 84.89094339] 0.01852222222222222	[1.53129777 2.36446334 3.44406213] 0.6680111111111111	[250.49154309 238.7295887   96.5435002 ] 0.13695555555555555	[251.63662051 249.313334   230.4517286 ] 0.1056	[ 88.93316458 183.25331938 196.37256327] 0.0709111111111111
207	[191.91938862 118.29064806 166.80435579] 0.2942444444444444	[3.36291376 3.63384899 5.40923178] 0.6047888888888889	[ 98.5431396  140.88825829 190.68918453] 0.07947777777777777	[222.16661184 123.36571718 102.3877136 ] 0.010722222222222222	[246.09567714 246.3531857  246.50399655] 0.010766666666666667
208	[114.96164545 151.16040347 177.70672445] 0.11678888888888889	[6.07942180e-11 4.55044775e-02 4.55044775e-02] 0.5907222222222223	[136.03327909 177.48747145 208.1675727 ] 0.21434444444444445	[64.64933567 79.48124137 94.8210794 ] 0.0245	[16.9192157  22.88120281 30.14912339] 0.053644444444444446
209	[239.97212761 175.95409221 190.85880409] 0.3250777777777778	[1.77207577 2.72894577 4.21037137] 0.5349888888888888	[70.25903611 73.04443045 79.05465867] 0.0745	[123.83324992 197.31240557 234.45362531] 0.028677777777777778	[243.4796505  228.96326856 196.69040776] 0.036755555555555555
210	[206.31168469 166.81336394 204.32720386] 0.2592	[0.82071929 1.34392261 2.1209812 ] 0.6169333333333333	[39.87573412 41.13139499 48.0701118 ] 0.03301111111111111	[177.21297216 142.93969789 175.59688725] 0.07572222222222222	[104.6974086   88.91237199 107.49522478] 0.015133333333333334
211	[ 11.26114506 101.92748721 101.92954475] 0.11463333333333334	[1.11968633 1.85394583 2.49686161] 0.7107777777777777	[232.38282587 231.89200661  92.57499337] 0.12344444444444444	[233.90961312 185.93128509 190.78118126] 0.009133333333333334	[197.84685086 196.48703471  84.22970844] 0.04201111111111111
212	[2.31413115 2.52104939 3.80374923] 0.6671	[220.75240963   4.44652074  30.31337326] 0.2469888888888889	[ 45.82021324 112.78126441 133.58856443] 0.04574444444444444	[172.27404123 201.03181    225.34104522] 0.0228	[113.50527592  19.3697499   27.36850269] 0.017366666666666666
213	[2.54741027 2.82843385 4.1171933 ] 0.6412555555555556	[2.50718144e+02 2.21258632e+02 1.95792616e-01] 0.16082222222222223	[222.35594736   0.5208836   54.63115959] 0.08567777777777778	[230.49316711 213.17054204 174.28576461] 0.09984444444444444	[105.33853009  97.93016755  57.51895231] 0.0124
214	[ 82.53373751 137.44886208 179.4328031 ] 0.2855	[1.7136992  2.68310422 4.03994705] 0.6109777777777777	[249.3796806  249.538107   249.58396162] 0.07054444444444445	[225.91075438 200.29283863   5.2623381 ] 0.0039	[44.84927388 67.94662088 87.53963787] 0.02907777777777778
215	[232.21016987 222.62270941 226.55529944] 0.03917777777777778	[1.80471751 2.55955006 3.84051729] 0.7557333333333334	[ 29.47212219  96.57232791 120.08817915] 0.1505	[219.09658706  79.33772653 134.91984461] 0.051977777777777776	[231.92269775 177.40359045   2.17476116] 0.002611111111111111
216	[2.02226772 2.81940145 4.06217079] 0.6741777777777778	[237.65658247 148.4051418   56.08346075] 0.2402111111111111	[253.0382295  229.2896449  145.03321779] 0.03345555555555556	[247.67576969 243.58618582 204.88272241] 0.03382222222222222	[114.12942475  87.43535488  61.71417832] 0.018333333333333333
217	[163.26619401  98.05021736  60.688142  ] 0.24002222222222222	[2.41619235 2.72992746 3.48096283] 0.6370333333333333	[248.25489675 233.82731909 145.51668496] 0.026922222222222222	[121.76004979  73.9303078   45.06459274] 0.08101111111111112	[224.76508037 225.55763909 226.07446495] 0.01501111111111111
218	[252.17976876 240.41991254  97.17301355] 0.022455555555555555	[1.30178854 1.67298676 2.3796346 ] 0.6404777777777778	[235.73605808 107.87438096  30.94684443] 0.27373333333333333	[98.59099917 56.66335482 28.67566854] 0.013911111111111112	[199.56824408  91.42619788  24.84767401] 0.04942222222222222
219	[5.70619507 4.58102285 6.48634319] 0.47204444444444443	[221.20366755   0.38378418  64.28038797] 0.3108111111111111	[ 48.04492194 124.63399404 146.67865006] 0.1433	[219.74140703 103.27090603  65.32497734] 0.035977777777777775	[246.55595294 235.88750076  75.97201287] 0.037866666666666667
220	[2.23002675 2.69839891 3.78844969] 0.6332555555555556	[190.88859573 120.93074089  77.95490245] 0.23877777777777778	[127.01433537  74.02945112  57.56355178] 0.07217777777777777	[233.33209994 150.68906686 160.66800748] 0.011533333333333333	[150.1797387   94.41067454  58.79842368] 0.044255555555555555
221	[190.82647858 120.89160093  77.92831717] 0.5089555555555556	[3.20604785 3.82164201 5.17433529] 0.4224333333333333	[184.31294809 205.02317853 204.14870331] 0.02567777777777778	[230.21884076 148.70513043 158.66110465] 0.007911111111111112	[135.91154711  87.50304588  57.89396125] 0.035022222222222225
222	[1.76674951 2.56022788 3.95066129] 0.5805111111111111	[234.24572639 131.70001423 151.51148725] 0.32711111111111113	[184.63779383 220.29442713 227.24847946] 0.07322222222222222	[216.37749414   0.85240563  16.84677875] 0.005233333333333334	[100.41665638  69.46047027  79.7922756 ] 0.013922222222222223
223	[0.76494328 1.19425782 1.77681623] 0.7589555555555556	[194.66935025 212.63870158 211.88523906] 0.1431111111111111	[  0.21667145 148.46757239 164.12706133] 0.015666666666666666	[254.41501015 254.43406471 254.4340594 ] 0.06603333333333333	[82.73121762 93.29510389 97.79378427] 0.016233333333333332
224	[3.22408638 2.72951981 3.59956203] 0.6003333333333334	[222.76087439   0.50644195  16.81824874] 0.30964444444444444	[241.39170621 200.52507316  59.92228044] 0.0476	[248.38966088 248.56705    248.74915392] 0.010588888888888889	[193.71777747  76.76831908  50.07326022] 0.03183333333333333
225	[2.20291364 2.24519435 3.30407703] 0.6856222222222222	[228.91927323 234.70620029 243.27229171] 0.16625555555555555	[221.52737308   0.41857168  17.19234558] 0.1155111111111111	[234.83518314 221.09875225 137.71346946] 0.02008888888888889	[102.69908915 107.0216124  109.62476712] 0.012522222222222223
226	[0.56227899 0.86561989 1.40237523] 0.7345111111111111	[210.33966661 206.37838746 229.84347328] 0.14357777777777778	[ 13.68675295  47.05662721 104.53492002] 0.05433333333333333	[91.71439563 90.1837622  99.47043746] 0.010766666666666667	[176.9836233  174.05611695 194.00717297] 0.05681111111111111
227	[ 65.65296516 113.28986632 130.01727256] 0.036033333333333334	[210.40497184 221.01162991 227.36946498] 0.1442	[123.9100236   46.44998418  51.65026706] 0.00901111111111111	[149.21040129   0.62905508   5.42447358] 0.07084444444444445	[1.79943937 2.30782754 3.38536562] 0.7399111111111111
228	[1.11937798 1.7839941  2.7834858 ] 0.6649	[72.58725879 81.20098009 87.0544125 ] 0.1456	[199.83890644 200.42335769 200.9545966 ] 0.06765555555555555	[207.32773454 114.82597735  64.15140202] 0.0287	[46.46334551 51.06213032 56.04821468] 0.09314444444444445
229	[0.02908756 0.00617387 0.00569686] 0.6219444444444444	[215.31000683  98.32026477  28.48198186] 0.016511111111111112	[153.78888389 160.16688722 186.62594089] 0.07236666666666666	[19.16332577 52.41523206 47.94164771] 0.2185888888888889	[15.4012412  21.75143544 27.49257443] 0.0705888888888889
230	[1.09887803 1.51856024 2.14226837] 0.7876444444444445	[ 82.74641684 185.00024825 222.22551925] 0.14506666666666668	[237.73402384 181.71070572   1.69797069] 0.02628888888888889	[239.13572133 236.98412905 237.14524139] 0.023922222222222223	[ 52.31712912  90.14664071 107.58992431] 0.01707777777777778
231	[161.20015073 215.30444803 229.10772301] 0.33871111111111113	[2.91118574 3.5701851  4.73731521] 0.5174777777777778	[213.32238243  77.87607784  29.1733353 ] 0.04304444444444445	[236.50936401 165.60347569 131.66050344] 0.016577777777777778	[133.01423541 178.60209799 191.20227451] 0.08418888888888888
232	[1.60065701 2.25741537 3.04703823] 0.6861222222222222	[ 73.79474195 110.27802943 106.82012082] 0.16575555555555554	[139.24853455 164.65799276 182.73389426] 0.11534444444444444	[195.69041082 215.16726635 198.70416257] 0.02896666666666667	[171.06274906  39.37201246  44.94280686] 0.003811111111111111
233	[2.770159   3.44571506 5.25790279] 0.6145111111111111	[220.77681584   1.90803558 116.2173279 ] 0.1494888888888889	[ 85.86809781 186.95667895 224.11559265] 0.15942222222222222	[231.14271609 241.07909698 248.35178874] 0.04858888888888889	[236.59843436 154.41822332 185.02798495] 0.02798888888888889
234	[1.67390191 1.8117184  3.03364425] 0.7981222222222222	[224.66019444 176.70923981 121.17235539] 0.14881111111111112	[248.82400658 232.23943857 122.08649977] 0.024122222222222222	[248.3823703  247.672736   246.79225861] 0.012277777777777778	[108.86684433  88.42332075  67.37902555] 0.016666666666666666
235	[224.50913463 222.71487909 214.10209012] 0.18254444444444445	[1.37195984 1.78435474 2.52501025] 0.7505888888888889	[126.81241459  40.07672669  22.88316937] 0.031155555555555554	[ 90.16073561 138.61226612  34.28341995] 0.0189	[100.39191237 103.18232608 103.19331792] 0.01681111111111111
236	[222.52543513 206.04223497 222.0559918 ] 0.15115555555555554	[1.07718368 1.41157432 1.96885448] 0.7606111111111111	[124.08925052  68.7431528   17.23467857] 0.07221111111111111	[103.17575115  96.95763697 106.44905845] 0.013666666666666667	[233.37734334 194.10020472  58.73181721] 0.0023555555555555556
237	[2.48846246 3.31988733 4.48291076] 0.6631333333333334	[144.99262048 104.23002029  75.17737631] 0.0703	[  7.16397849 158.35153595 208.62564416] 0.1059	[192.37933368 136.57296462  98.68834554] 0.1393222222222222	[217.35465907 224.30130491 231.52245345] 0.021344444444444444
238	[ 99.06559194 115.62995427 100.08597673] 0.016266666666666665	[2.8813356  3.72052073 5.51485709] 0.6400555555555556	[249.7996812  234.7269321   84.21103253] 0.16457777777777777	[215.23390683 111.92493102 161.73526822] 0.09461111111111112	[252.12290442 242.29394838 204.01125929] 0.08448888888888889
239	[2.31906391 3.40175757 4.71301459] 0.6425777777777778	[2.50847000e+02 2.21386735e+02 1.83035986e-01] 0.2669888888888889	[78.01708579 80.70104327 82.34998404] 0.06422222222222222	[123.72858172 113.14113449  16.04505048] 0.017722222222222223	[246.2782955  246.52042214 246.73302313] 0.00848888888888889
240	[229.7607062  106.52392547  98.83379321] 0.21193333333333333	[1.26266648 1.72514097 2.51707503] 0.7151	[246.66732583 237.97936537 146.26457947] 0.04162222222222222	[238.96125228 238.81795954 239.05118081] 0.012933333333333333	[96.42669354 65.72401355 64.57391345] 0.01841111111111111
241	[ 3.73508285 35.72225349 60.55880675] 0.07357777777777778	[240.89167469 196.40587677 216.11318476] 0.18403333333333333	[1.25388471 1.99503063 3.08031188] 0.6329333333333333	[250.80754667 237.07360147 169.45455221] 0.09301111111111111	[105.29008544  98.2687423  102.9383848 ] 0.016444444444444446
242	[246.45837169 246.59884649 246.63893161] 0.14943333333333333	[1.81596789 2.68769139 4.0777994 ] 0.5000222222222223	[245.84413816 199.89979431 213.89168378] 0.29183333333333333	[93.79566505 83.45242039 88.88499036] 0.018755555555555557	[204.41424185 168.90208985 180.63165543] 0.03995555555555556
243	[77.78731921 80.81581891 79.9788931 ] 0.06715555555555555	[246.63147931 217.60758544   1.87716395] 0.14873333333333333	[161.3903661  175.24496319 206.99570974] 0.09201111111111111	[1.94447363 2.84206557 4.10280919] 0.6183333333333333	[220.27162315 222.94448325 220.41473243] 0.07376666666666666
244	[116.59420773 137.88397744 152.80365248] 0.10925555555555555	[5.34334968 5.94130286 6.90845292] 0.6265222222222222	[156.24474217  90.8935053   23.82241851] 0.19207777777777776	[220.88906417 222.23356741 198.96973591] 0.06122222222222222	[246.55782985 204.6485978   61.07168773] 0.010922222222222222
245	[239.1582443  240.41309399 240.64012271] 0.09257777777777777	[1.56526288 2.09654039 3.09365455] 0.6056666666666667	[160.21685142 129.44945889 180.97978546] 0.1184	[ 86.89620093 185.33310968 200.1721346 ] 0.1531888888888889	[68.86743756 77.61198271 88.49513244] 0.030166666666666668
246	[175.62002019 201.163742   138.84877481] 0.3234	[1.67349151 2.36420979 3.54288949] 0.6352666666666666	[178.64661475   0.94883653  47.62703164] 0.020755555555555555	[81.52181118 94.95164544 74.72424997] 0.01428888888888889	[236.34433031 236.87159057 237.05130871] 0.006288888888888889
247	[1.84004157 2.90824322 4.54853468] 0.6195	[149.88137821 189.85441519 221.82680719] 0.3049777777777778	[60.91475442 72.36133887 86.64204283] 0.018655555555555557	[122.9747326  155.01787072 180.18672928] 0.04641111111111111	[247.62937402 247.6645717  247.78876422] 0.010455555555555555
248	[1.92990576 2.85992019 3.87958463] 0.5992888888888889	[171.69776394 196.1048313  137.12788607] 0.3276	[ 66.57552934 151.5161664  202.87833301] 0.032822222222222225	[190.10627016  91.40196269  85.62480213] 0.0079	[81.22008165 94.30909418 75.03805931] 0.03238888888888889
249	[1.98983149 2.89144025 4.53010338] 0.5545444444444444	[220.07767322 226.07282527 234.67241937] 0.36824444444444443	[ 27.66848507  30.13645376 127.30921066] 0.02142222222222222	[ 78.08279387 128.92273984 191.44894087] 0.03147777777777778	[102.82368274 103.53612626 112.17895172] 0.02431111111111111
250	[172.88511178 193.37134235  99.24742169] 0.07465555555555556	[7.31933313 8.26203195 9.08689168] 0.6445888888888889	[225.57130659  83.2779909   50.33260518] 0.12773333333333334	[243.00698469 243.7932638  243.81636678] 0.09593333333333333	[240.96748769 184.29452993   2.71078246] 0.05708888888888889
251	[1.32331269 2.01099993 2.82812286] 0.7700333333333333	[210.36158299 226.30253103 171.20934481] 0.13653333333333334	[133.42775275 189.11017646 104.04908366] 0.060833333333333336	[241.47038251 244.12180437 245.8538739 ] 0.011677777777777778	[ 83.96466601 118.6090366  113.68047348] 0.02092222222222222
252	[215.06938095  51.95482968  29.84493497] 0.01758888888888889	[1.59093446 2.29372207 2.65083589] 0.7455555555555555	[137.21546167 194.22416607 106.76745741] 0.14322222222222222	[239.16224774 185.20652486  30.92854281] 0.008066666666666666	[ 23.16081312 144.90236793  92.84158063] 0.08556666666666667
253	[107.46536928 183.16101359  88.3076254 ] 0.12062222222222223	[1.64681759 2.37105087 3.34641164] 0.7061777777777778	[223.10090653  82.19300612  90.93746848] 0.04441111111111111	[ 10.3287727  116.77178558  51.21534178] 0.10847777777777778	[29.32759453 68.19903938 41.66388302] 0.02031111111111111
254	[1.9041491  3.08809293 3.52915709] 0.6713444444444444	[104.69033344 180.66332393  87.19122206] 0.23042222222222222	[210.59258684  78.47797101  83.23414953] 0.013222222222222222	[ 25.34225118 106.25628899  48.44845653] 0.0793	[228.78806953 190.44237855  57.37023309] 0.005711111111111111
255	[248.50192095 204.03636738   0.27117239] 0.07311111111111111	[1.51339341 2.0875663  2.9116195 ] 0.7239666666666666	[2.36111015e+02 1.28540800e+02 1.08454747e-01] 0.1617	[247.77119801 225.80698863 150.140299  ] 0.0266	[121.71174366  92.22253036  44.83648444] 0.014622222222222222
256	[1.96678286 2.30810463 2.86865753] 0.7185777777777778	[249.78137198 235.11565866 146.11188965] 0.11372222222222222	[229.60342348 125.20651976  28.59289871] 0.10318888888888889	[147.62360216 137.94913488 118.78632218] 0.04241111111111111	[246.99053592 247.15495529 247.17571944] 0.0221
257	[3.85195087 3.47393988 4.0171358 ] 0.6837555555555556	[239.33939485 176.4343546    7.92847767] 0.10361111111111111	[219.4256142   54.53009789  30.59941586] 0.09783333333333333	[235.53345834 222.69416909 159.88870527] 0.0687	[157.97397399 147.70315266 125.41532769] 0.0461
258	[2.33564117 3.43280349 4.85625836] 0.7121	[152.90594084 200.71670152 229.74660836] 0.08482222222222222	[237.36192165 147.25961555   0.3228728 ] 0.0495	[  3.70996028 167.11335963 225.52987725] 0.13584444444444443	[193.23361585  98.15537381  90.16927253] 0.017733333333333334
259	[101.97778444 190.69805445 188.49757686] 0.2159888888888889	[2.30733005 3.18456504 4.43189089] 0.6046666666666667	[229.21723327 141.58384664  72.46430824] 0.05508888888888889	[ 29.12543175  96.48842675 118.50300096] 0.10243333333333333	[213.53175215 120.94144169 136.98539353] 0.021822222222222222
260	[2.37571713 3.19572223 4.34515019] 0.5982666666666666	[ 16.68131928  82.24257233 104.11748515] 0.14321111111111112	[221.28503897 137.03870487  82.40171617] 0.05352222222222222	[8.25507321e-02 1.66099446e+02 2.24238062e+02] 0.16162222222222222	[220.3934222  226.39322819 235.02071922] 0.04337777777777778
261	[2.41530773 3.60560605 5.44850874] 0.6212222222222222	[167.62461647 172.3681839  174.38320128] 0.23326666666666668	[59.31410105 73.63427143 81.98829573] 0.13804444444444444	[198.71322864  48.14353469  53.10473371] 0.004322222222222222	[232.20164234 205.48025664   3.62739627] 0.0031444444444444445
262	[1.71486208 2.71493183 4.18362028] 0.6257111111111111	[152.17387213 157.85000041 160.40826544] 0.04708888888888889	[47.72456468 52.61164658 57.75227008] 0.23932222222222221	[212.68214687 217.92784199 219.25336365] 0.08491111111111112	[201.55332795  74.95439034  80.47255619] 0.0029666666666666665
263	[18.71111307 23.2310606  28.22377485] 0.10104444444444445	[238.49287972 236.6825095  223.79268607] 0.05736666666666667	[89.80640969 76.31900162 43.15356194] 0.15588888888888888	[1.42368382e-11 9.54644340e-12 1.27574240e-13] 0.6276666666666667	[193.88349924 193.17773465 182.23549782] 0.05803333333333333
