62	204617.96771078196	[2.08154878, 3.30290007, 5.11520824]	[208.95072791, 210.16704793, 210.71080227]	[79.34236713, 133.87415184, 175.00485436]	[254.52153618, 254.53994127, 254.54000789]	[68.79484014, 82.37017347, 95.55114685]
63	185988.99422096813	[1.35011359, 1.81085166, 2.34320633]	[236.53395233, 194.660242, 0.29906724]	[128.90967979, 94.022191, 66.0057086]	[192.56869889, 159.77204745, 1.81361225]	[244.24298107, 239.19641374, 188.3599579]
64	199451.24792998814	[2.04050858, 2.40925186, 2.81171701]	[169.03135018, 129.27868552, 2.12365921]	[132.66744805, 93.74883612, 71.6786727]	[196.16632617, 209.9377281, 209.78667138]	[214.345868, 163.496145, 0.0172352337]
65	201570.48998283036	[2.15697738, 2.68143239, 3.31426813]	[214.413349, 163.550671, 0.0126348076]	[134.10552435, 94.68875622, 73.68677098]	[189.20483904, 205.141519, 204.61450239]	[170.12616946, 130.04209594, 1.88190142]
66	199758.8222369084	[2.38917711, 2.98464742, 3.87217193]	[211.16232875, 217.05589498, 219.0246432]	[224.90023774, 211.84696471, 117.89940189]	[212.31742762, 2.52864849, 31.80260737]	[161.91892278, 166.69730684, 167.89499429]
67	223394.9034383536	[3.06356557, 3.90371378, 6.32843264]	[200.52829159, 211.18778845, 229.50388329]	[222.63129779, 197.21432224, 34.1453197]	[191.4296216, 46.55501996, 65.99094585]	[88.3442733, 93.97329738, 94.43329135]
68	215128.11480203405	[1.80130642, 2.57523963, 3.72027365]	[175.73514731, 210.56564643, 217.49762007]	[108.54369967, 104.36407851, 105.42931626]	[234.41936252, 214.83137462, 123.75538966]	[146.09691113, 176.6738814, 181.70776115]
69	211165.8137964089	[1.10299936, 1.67077684, 2.4765143]	[234.467545, 226.931527, 0.128393853]	[162.08480552, 201.7782573, 124.9830311]	[195.58079711, 128.32268114, 96.50862481]	[80.28764238, 73.59603486, 54.20408443]
70	194371.04513736942	[3.48797411, 4.65030712, 6.3043791]	[241.88879811, 184.56122847, 184.43259181]	[236.22462718, 228.54279469, 1.01509951]	[163.93657612, 202.63491206, 124.94073637]	[224.58500803, 129.2965606, 139.29490747]
71	207547.3376098043	[2.1989143, 3.02067986, 3.85733061]	[163.95730749, 200.207825, 124.2454144]	[148.96386256, 103.94891312, 67.02560763]	[230.57225432, 223.41486279, 1.67323881]	[236.61790896, 181.90101697, 181.9249626]
72	212386.00272747836	[0.126445139, 177.766765, 229.958861]	[1.18888495, 1.67090794, 2.62737471]	[167.98064486, 3.7369422, 43.34295814]	[151.6779175, 138.37030343, 133.59914966]	[45.63873217, 70.1102935, 83.75797126]
73	211174.5049146153	[3.27318968, 4.91714467, 7.63292964]	[146.92732659, 135.47434422, 130.59994189]	[160.79540443, 2.49749247, 40.09600911]	[0.139344406, 178.326659, 230.68229]	[57.68745978, 67.61899935, 75.15195098]
74	202038.37061982075	[176.96147002, 170.19541151, 136.94761556]	[0.65767305, 0.99168683, 1.45319306]	[218.24653298, 209.27976419, 168.43460323]	[83.50552955, 84.13306569, 75.37135122]	[251.20877941, 251.33757687, 251.4310343]
75	211392.52154340976	[0.43861208, 0.69083603, 1.03938724]	[136.36843577, 135.38159591, 128.46154149]	[51.51545549, 54.72022864, 56.84279018]	[110.08679898, 109.36203614, 103.12260493]	[210.23195552, 118.66089122, 137.13484602]
76	208392.57291465823	[2.96109788, 4.35728927, 6.2496682]	[188.7411019, 132.07513806, 82.20833597]	[124.16646296, 122.20221346, 68.57978294]	[67.42251602, 62.45195024, 45.20149091]	[236.88243569, 227.16665747, 186.48796342]
77	194326.98211173862	[1.56190536, 1.85430549, 2.50268874]	[242.78158214, 234.92487735, 166.37462895]	[229.82908856, 85.53341824, 4.65074155]	[252.80331365, 222.24527546, 0.48661768]	[116.65474353, 96.38056009, 96.806363]
78	190683.24724250985	[239.54650154, 231.87721022, 164.01389214]	[1.67070522, 2.20452253, 3.00512717]	[230.74582173, 85.56659758, 4.31048112]	[251.71290496, 221.0885478, 0.43622884]	[111.12596641, 84.07772084, 71.83449962]
79	194478.21631870046	[1.68929324, 2.24669627, 3.35135925]	[233.40114197, 131.04087352, 150.82083567]	[243.80368231, 230.48905797, 165.014715]	[114.53105562, 74.8141051, 75.59951596]	[247.83428449, 247.86317724, 247.99167187]
80	212594.09608799062	[230.42161202, 129.41328085, 148.98509131]	[86.01657249, 84.13313891, 78.03331619]	[172.89163869, 197.40257969, 136.80402286]	[3.00329446, 4.1855702, 6.24555713]	[252.4045958, 240.65868235, 187.71688157]
81	194883.90212001227	[133.3813484, 184.81462077, 161.54740664]	[2.24018057, 3.01784387, 4.15120339]	[126.24501679, 165.75656501, 194.88903269]	[218.20279463, 1.01984834, 31.13747875]	[234.43238138, 236.89285505, 236.572612]
82	199583.03469959382	[116.82909169, 159.98243927, 191.08742066]	[4.56374941, 5.79443008, 7.6385921]	[207.42283515, 1.69410566, 29.57295371]	[129.48794239, 179.42826403, 156.77878576]	[234.01129683, 237.32086707, 235.69969669]
83	214362.24770585523	[183.00740704, 115.97928304, 75.28321075]	[3.23167299, 3.39798869, 3.9694845]	[225.8902954, 225.26417394, 181.94102971]	[246.94443602, 204.95844896, 61.06032654]	[105.94366496, 181.68173772, 88.69738497]
84	198010.63407298466	[1.3712313, 1.91414389, 3.02290355]	[198.8106498, 108.23233507, 0.24927028]	[183.43530589, 151.4104502, 88.14265468]	[247.12932044, 236.16356207, 190.93283382]	[89.28714977, 67.22488902, 41.62845345]
85	211618.45140488987	[209.6073916, 183.69101934, 134.43127123]	[1.23471142, 1.67676413, 2.52974526]	[191.53778389, 104.19807762, 0.64631476]	[226.71651613, 128.74649642, 165.85699528]	[85.91503849, 77.74997896, 67.92119138]
86	211689.95004550435	[206.12343742, 229.25669725, 228.45896056]	[1.31142234, 2.01380323, 3.03104495]	[92.53877863, 102.07610322, 103.59224474]	[236.13323743, 227.39369715, 140.02148955]	[229.32785255, 128.88560505, 148.4298706]
87	205541.26465377604	[1.19165817, 1.79232092, 2.67818622]	[254.78490616, 254.79473484, 254.79473209]	[98.05826597, 100.77108702, 105.19277294]	[207.93463739, 208.72190813, 209.10642411]	[223.34615312, 125.57583079, 144.7528819]
88	205184.39161969753	[133.74003423, 140.47251069, 191.45251462]	[1.98035204, 3.11640814, 4.90171194]	[196.11258121, 158.86535159, 194.43381863]	[252.70021166, 252.78038664, 252.89817523]	[63.55953295, 68.74119126, 92.87593691]
89	211567.26923053677	[0.60886892, 0.97530137, 1.54797085]	[117.72064358, 123.67297137, 185.54793672]	[197.19120735, 161.25802635, 195.40673999]	[51.38816347, 55.52401644, 80.08762345]	[101.13430597, 106.07840311, 159.39534576]
90	211497.41000946076	[4.61462014, 7.28207093, 11.41037542]	[133.15597388, 139.84333753, 190.43369423]	[233.42893172, 131.0731882, 150.86064556]	[253.81364554, 253.85391664, 253.88047277]	[67.039002, 68.99959088, 92.01739201]
91	217729.02903249618	[3.04882528, 4.68755304, 7.25594647]	[155.47734536, 144.93746901, 190.63837381]	[197.86546551, 197.89748862, 198.70855318]	[70.10135719, 70.44247103, 88.60678111]	[134.68155284, 135.16685318, 135.6748456]
92	214068.11657696153	[96.26172937, 62.50614972, 148.21337229]	[0.96032605, 1.34122088, 2.10762248]	[236.10450121, 236.62539026, 236.66731739]	[60.62531061, 74.86195903, 83.70289538]	[211.96213981, 119.06863282, 137.08348939]
93	207477.83181652034	[1.12229386, 1.72422503, 2.77329394]	[99.08229535, 65.64797647, 146.76963686]	[241.85583274, 242.20280909, 242.37857172]	[52.19060449, 40.51748717, 73.46826763]	[217.51642772, 122.45642137, 141.28800705]
94	191185.06039749947	[1.517106, 2.30090875, 3.6862725]	[100.61485794, 66.90768851, 148.99956279]	[245.45727518, 245.72151128, 245.96153581]	[219.04965777, 1.39766468, 31.84614076]	[52.34300876, 39.9605819, 73.74055424]
95	205845.5402987203	[162.19736484, 158.46620594, 178.23959123]	[0.0, 0.05509458, 0.05509458]	[197.81108203, 193.02348903, 215.98791245]	[79.88271435, 81.72290233, 94.39594269]	[15.6852509, 21.05948644, 27.99566273]
96	177127.06641085327	[2.01533735, 2.63860821, 3.44753829]	[252.10884338, 232.34696895, 62.40732454]	[118.51183938, 58.60224523, 0.44832023]	[146.03260781, 138.02374518, 63.92535336]	[82.54347722, 38.40525533, 3.24872289]
97	189718.92486998223	[254.71246371, 234.74573535, 62.94268566]	[1.90524978, 2.49927683, 3.10601394]	[231.40307276, 232.59706206, 232.21240074]	[116.76689862, 96.22099609, 44.66022034]	[214.93471377, 197.94621641, 54.63905585]
98	198371.75512109094	[230.81942886, 198.89643096, 167.98253592]	[0.89064044, 1.27245972, 1.86036235]	[229.29150598, 125.81801618, 52.63494405]	[99.06848611, 77.59523607, 62.90378493]	[252.0869118, 252.1879601, 252.24900733]
99	202489.59707179925	[1.8984647, 2.49953967, 3.58622983]	[228.55787158, 83.25004169, 3.6117067]	[234.8497682, 207.87359081, 179.33000887]	[104.31613213, 96.55208612, 88.66657021]	[113.93700016, 48.71147213, 15.68487241]
100	183717.8108510563	[227.439866, 0.0519093405, 67.5388454]	[4.68077578, 6.36755239, 9.63977735]	[240.52529823, 240.52638014, 241.37059905]	[106.97188859, 12.56835587, 43.9440921]	[193.35711038, 194.4859267, 195.81503913]
101	198189.2288253233	[237.07750923, 237.14410691, 238.07097444]	[4.19680051, 6.08933396, 9.54909658]	[222.820739, 0.0497975896, 66.0687209]	[106.44660411, 109.97063497, 114.41291181]	[106.87725957, 12.14175598, 43.63578292]
102	202984.6084499639	[249.13017502, 219.88173032, 218.92970366]	[2.47842179, 3.6199404, 5.39668522]	[234.47754926, 206.99943734, 0.81451291]	[98.89650614, 90.37671147, 93.92950926]	[211.88681705, 185.454226, 185.00957847]
103	191962.37852780859	[5.53538439, 7.5437275, 8.97881645]	[178.67230989, 126.38181317, 93.4036308]	[0.55607158, 157.15012276, 56.76954481]	[250.26874777, 243.35111772, 172.80081104]	[247.46349449, 247.675995, 247.79675509]
104	199828.37934503984	[1.1435239, 1.60750037, 2.30834946]	[213.02966988, 212.23092155, 207.54656138]	[194.76586109, 106.54383119, 1.27606156]	[90.50977388, 85.78523768, 80.21067358]	[246.24395812, 238.20883932, 168.86394033]
105	200338.19383563852	[1.40774097, 1.9494861, 2.76678033]	[244.92588692, 237.14922554, 168.31963808]	[193.89584661, 105.63359896, 0.7654872]	[209.26481986, 208.57810437, 203.9697552]	[97.8944077, 88.42770741, 75.32175617]
106	214905.68860948595	[1.14742483, 1.59262992, 2.30759111]	[156.80728429, 94.02502381, 57.13716983]	[204.19606919, 196.28448043, 120.09945391]	[79.74612251, 65.4527151, 49.2467428]	[205.28394027, 205.14532117, 202.1948109]
107	220736.61653472667	[224.10967677, 54.93021098, 31.48297233]	[1.13074452, 1.66878748, 2.52600227]	[194.08866817, 155.4602732, 92.65245856]	[194.42198842, 166.90674668, 188.12752255]	[78.49257513, 63.30501104, 55.94655581]
108	209393.44856547785	[102.18452579, 74.96767158, 80.71431483]	[231.27743063, 150.33439622, 173.77686923]	[3.27697764, 4.62208046, 7.02867362]	[227.42878162, 104.36622242, 95.00788314]	[236.04145345, 222.02610405, 190.97045671]
109	211334.57397183162	[215.14828846, 197.67123862, 89.31268766]	[2.65983367, 3.21383252, 4.26396633]	[117.06298016, 103.5361305, 168.16660503]	[224.32727219, 126.19614018, 145.43142281]	[246.74891752, 246.97832088, 247.1570864]
110	216167.2047820741	[73.35038673, 66.68261072, 77.60655103]	[158.28970846, 126.82352915, 176.40831335]	[214.78348866, 207.15485087, 128.56271954]	[1.65703139, 2.45410657, 3.72220909]	[235.79956196, 236.31058686, 236.44967737]
111	201771.70326657683	[136.29486998, 177.58521617, 207.85211856]	[6.6685527e-11, 0.0486371432, 0.0486371432]	[63.36880742, 80.07845254, 95.46579813]	[114.64924506, 150.46374076, 176.7654991]	[16.17386023, 22.09287195, 29.21467273]
112	226861.41687520428	[67.0142631, 80.95328415, 93.16564188]	[129.77668614, 170.25089222, 200.04454752]	[1.96783432, 2.96008437, 4.45467309]	[203.44837544, 200.72813253, 192.01449856]	[213.71246887, 117.00182852, 134.48240803]
113	193872.14590643288	[3.11042171, 4.62768294, 7.09907365]	[244.04516623, 198.4213258, 212.35704959]	[254.21157307, 250.27934249, 217.75075323]	[235.38335096, 151.78799439, 161.61388466]	[103.95105956, 84.99106248, 92.21595714]
114	215514.53628474448	[4.89617531, 7.33402736, 11.42430744]	[75.23091893, 124.4785692, 184.87730558]	[207.75355982, 74.7306002, 82.99086189]	[252.43967732, 252.51718265, 252.58344111]	[40.87902348, 64.21491812, 92.70798187]
115	206217.82484383113	[3.21516762, 4.127339, 5.70163967]	[164.64264824, 103.85709139, 65.55626427]	[231.3059591, 222.76880975, 137.34755079]	[87.11299919, 79.48523599, 66.86414159]	[233.8596003, 230.08284932, 204.88057964]
116	194217.96649256186	[247.47012159, 242.977383, 197.81791438]	[2.17948572, 3.28810613, 5.03343478]	[0.0992288053, 178.077626, 230.357071]	[220.81242444, 1.16203302, 31.88355102]	[63.61608748, 88.23278274, 96.69463861]
